11.17.2020 12:59 | U2 | 0h 1m 56s
11.17.2020 13:14 | U2 | 0h 1m 4s
11.17.2020 13:16 | U2 | 0h 1m 36s
11.17.2020 13:18 | U2 | 0h 0m 56s
11.17.2020 14:30 | U2 | 1h 9m 3s
11.19.2020 01:03 | U2 1 | 0h 7m 52s
11.19.2020 01:14 | U2 1 | 0h 5m 12s
11.20.2020 21:14 | U2 1 | 0h 2m 1s
11.20.2020 21:23 | U2 1 | 0h 3m 45s
